Día,Hora,Minuto,Mes,Carga (kWh),Descarga (kWh)
14,12,0,5,0.25,0
14,12,5,5,0.21,0
14,12,10,5,0.17,0
14,12,15,5,0.12,0
14,12,20,5,0.12,0
14,12,25,5,0.14,0
14,12,30,5,0.18,0
14,12,35,5,0.23,0
14,12,40,5,0.24,0
14,12,45,5,0.19,0
14,12,50,5,0.16,0
14,12,55,5,0.14,0
14,13,0,5,0.15,0
14,13,5,5,0.16,0
14,13,10,5,0.18,0
14,13,15,5,0.22,0
14,13,20,5,0.25,0
14,13,25,5,0.22,0
14,13,30,5,0.18,0
14,13,35,5,0.13,0
14,13,40,5,0.12,0
14,13,45,5,0.12,0
14,13,50,5,0.15,0
14,13,55,5,0.19,0
14,14,0,5,0.24,0
14,14,5,5,0.25,0
14,14,10,5,0.21,0
14,14,15,5,0.16,0
14,14,20,5,0.12,0
14,14,25,5,0.12,0
14,14,30,5,0.12,0
14,14,35,5,0.16,0
14,14,40,5,0.2,0
14,14,45,5,0.25,0
14,14,50,5,0.23,0
14,14,55,5,0.19,0
14,15,0,5,0.15,0
14,15,5,5,0.14,0
14,15,10,5,0.15,0
14,15,15,5,0.17,0
14,15,20,5,0.2,0
14,15,25,5,0.24,0
14,15,30,5,0.25,0
14,15,35,5,0.21,0
14,15,40,5,0.17,0
14,15,45,5,0.12,0
14,15,50,5,0.12,0
14,15,55,5,0.12,0
14,16,0,5,0.14,0
14,16,5,5,0.19,0
14,16,10,5,0.23,0
14,16,15,5,0.25,0
14,16,20,5,0.24,0
14,16,25,5,0.19,0
14,16,30,5,0.15,0
14,16,35,5,0.12,0
14,16,40,5,0.12,0
14,16,45,5,0.12,0
14,16,50,5,0.12,0
14,16,55,5,0.14,0
14,17,0,5,0.18,0
14,17,5,5,0.23,0
14,17,10,5,0.25,0
14,17,15,5,0.22,0
14,17,20,5,0.18,0
14,17,25,5,0.14,0
14,17,30,5,0.13,0
14,17,35,5,0.12,0
14,17,40,5,0.12,0
14,17,45,5,0.12,0.09
14,17,50,5,0.08,1.25
14,17,55,5,0.08,1.35
14,18,0,5,0.04,2.72
14,18,5,5,0.04,3.02
14,18,10,5,0,4.19
14,18,15,5,0,3.89
14,18,20,5,0,3.46
14,18,25,5,0,3.28
14,18,30,5,0,3.27
14,18,35,5,0,3.47
14,18,40,5,0,3.6
14,18,45,5,0,3.57
14,18,50,5,0,3.39
14,18,55,5,0,3.3
14,19,0,5,0,3.26
14,19,5,5,0,3.29
14,19,10,5,0,3.5
14,19,15,5,0,3.75
14,19,20,5,0,3.71
14,19,25,5,0,3.48
14,19,30,5,0,3.25
14,19,35,5,0,3.22
14,19,40,5,0,3.13
14,19,45,5,0.04,2.12
14,19,50,5,0.05,2.31
14,19,55,5,0.08,1.38
14,20,0,5,0,1.38
14,20,5,5,0,1.38
14,20,10,5,0,1.38
14,20,15,5,0,3.24
14,20,20,5,0,3.12
14,20,25,5,0,3.02
14,20,30,5,0,2.85
14,20,35,5,0,2.67
14,20,40,5,0,2.58
14,20,45,5,0,2.59
14,20,50,5,0,2.58
14,20,55,5,0,2.64
14,21,0,5,0,2.69
14,21,5,5,0,2.73
14,21,10,5,0,2.68
14,21,15,5,0,2.61
14,21,20,5,0,2.51
14,21,25,5,0,2.5
14,21,30,5,0,2.47
14,21,35,5,0,2.52
14,21,40,5,0,2.47
14,21,45,5,0.05,1.63
14,21,50,5,0.09,0.8
14,21,55,5,0.12,0
14,22,0,5,0.12,0
14,22,5,5,0.12,0
14,22,10,5,0.12,0
14,22,15,5,0.18,0
14,22,20,5,0.14,0
14,22,25,5,0.12,0
14,22,30,5,0.12,0
14,22,35,5,0.12,0
14,22,40,5,0.12,0
14,22,45,5,0.12,0
14,22,50,5,0.12,0
14,22,55,5,0.12,0
14,23,0,5,0.12,0
14,23,5,5,0.12,0
14,23,10,5,0.12,0
14,23,15,5,0.12,0
14,23,20,5,0.12,0
14,23,25,5,0.12,0
14,23,30,5,0.12,0
14,23,35,5,0.12,0
14,23,40,5,0.13,0
14,23,45,5,0.15,0
14,23,50,5,0.15,0
14,23,55,5,0.14,0
14,24,0,5,0,0
15,0,5,5,0,0
15,0,10,5,0,0
15,0,15,5,8.89,0
15,0,20,5,9.1,0
15,0,25,5,9.11,0
15,0,30,5,9.11,0
15,0,35,5,9.11,0
15,0,40,5,9.11,0
15,0,45,5,9.13,0
15,0,50,5,9.17,0
15,0,55,5,9.19,0
15,1,0,5,9.17,0
15,1,5,5,9.13,0
15,1,10,5,9.1,0
15,1,15,5,9.1,0
15,1,20,5,9.1,0
15,1,25,5,9.1,0
15,1,30,5,8.94,0
15,1,35,5,5.99,0
15,1,40,5,3.01,0
15,1,45,5,0.17,0
15,1,50,5,0.14,0
15,1,55,5,0.15,0
15,2,0,5,0.15,0
15,2,5,5,0.14,0
15,2,10,5,0.13,0
15,2,15,5,0.12,0
15,2,20,5,0.12,0
15,2,25,5,0.12,0
15,2,30,5,0.12,0
15,2,35,5,0.12,0
15,2,40,5,0.12,0
15,2,45,5,0.12,0
15,2,50,5,0.12,0
15,2,55,5,0.12,0
15,3,0,5,0.12,0
15,3,5,5,0.12,0
15,3,10,5,0.12,0
15,3,15,5,0.12,0
15,3,20,5,0.12,0
15,3,25,5,0.12,0
15,3,30,5,0.12,0
15,3,35,5,0.12,0
15,3,40,5,0.12,0
15,3,45,5,0.12,0
15,3,50,5,0.12,0
15,3,55,5,0.12,0
15,4,0,5,0.13,0
15,4,5,5,0.15,0
15,4,10,5,0.15,0
15,4,15,5,0.14,0
15,4,20,5,0.13,0
15,4,25,5,0.12,0
15,4,30,5,0.12,0
15,4,35,5,0.12,0
15,4,40,5,0.12,0
15,4,45,5,0.12,0
15,4,50,5,0.12,0
15,4,55,5,0.12,0
15,5,0,5,0.12,0
15,5,5,5,0.12,0
15,5,10,5,0.12,0
15,5,15,5,0.12,0
15,5,20,5,0.12,0
15,5,25,5,0.12,0
15,5,30,5,0.12,0
15,5,35,5,0.12,0
15,5,40,5,0.12,0
15,5,45,5,0.12,0
15,5,50,5,0.12,0
15,5,55,5,0.12,0
15,6,0,5,0.12,0
15,6,5,5,0.12,0
15,6,10,5,0.12,0
15,6,15,5,0.15,0
15,6,20,5,0.15,0
15,6,25,5,0.14,0
15,6,30,5,0.12,0
15,6,35,5,0.12,0
15,6,40,5,0.12,0
15,6,45,5,0.12,0
15,6,50,5,0.12,0
15,6,55,5,0.12,0
15,7,0,5,0.12,0
15,7,5,5,0.12,0
15,7,10,5,0.14,0
15,7,15,5,0.18,0
15,7,20,5,0.2,0
15,7,25,5,0.18,0
15,7,30,5,0.14,0
15,7,35,5,0.12,0
15,7,40,5,0.14,0
15,7,45,5,0.18,0
15,7,50,5,0.2,0
15,7,55,5,0.18,0
15,8,0,5,0.14,0
15,8,5,5,0.13,0
15,8,10,5,0.17,0
15,8,15,5,0.2,0
15,8,20,5,0.21,0
15,8,25,5,0.18,0
15,8,30,5,0.15,0
15,8,35,5,0.17,0
15,8,40,5,0.19,0
15,8,45,5,0.2,0
15,8,50,5,0.17,0
15,8,55,5,0.13,0
15,9,0,5,0.16,0
15,9,5,5,0.2,0
15,9,10,5,0.22,0
15,9,15,5,0.18,0
15,9,20,5,0.14,0
15,9,25,5,0.14,0
15,9,30,5,0.18,0
15,9,35,5,0.22,0
15,9,40,5,0.2,0
15,9,45,5,0.16,0
15,9,50,5,0.12,0
15,9,55,5,0.15,0
15,10,0,5,0.19,0
15,10,5,5,0.24,0
15,10,10,5,0.21,0
15,10,15,5,0.17,0
15,10,20,5,0.13,0
15,10,25,5,0.13,0
15,10,30,5,0.19,0
15,10,35,5,0.25,0
15,10,40,5,0.28,0
15,10,45,5,0.25,0
15,10,50,5,0.19,0
15,10,55,5,0.14,0
15,11,0,5,0.13,0
15,11,5,5,0.16,0
15,11,10,5,0.16,0
15,11,15,5,0.16,0
15,11,20,5,0.18,0
15,11,25,5,0.22,0
15,11,30,5,0.25,0
15,11,35,5,0.25,0
15,11,40,5,0.25,0
15,11,45,5,0.21,0
15,11,50,5,0.17,0
15,11,55,5,0.13,0
15,12,0,5,0.12,0
15,12,5,5,0.15,0
15,12,10,5,0.19,0
15,12,15,5,0.24,0
15,12,20,5,0.25,0
15,12,25,5,0.25,0
15,12,30,5,0.21,0
15,12,35,5,0.16,0
15,12,40,5,0.13,0
15,12,45,5,0.15,0
15,12,50,5,0.18,0
15,12,55,5,0.21,0
15,13,0,5,0.24,0
15,13,5,5,0.25,0
15,13,10,5,0.25,0
15,13,15,5,0.25,0
15,13,20,5,0.2,0
15,13,25,5,0.16,0
15,13,30,5,0.12,0
15,13,35,5,0.12,0
15,13,40,5,0.15,0
15,13,45,5,0.19,0
15,13,50,5,0.24,0
15,13,55,5,0.25,0
15,14,0,5,0.25,0
15,14,5,5,0.25,0
15,14,10,5,0.2,0
15,14,15,5,0.16,0
15,14,20,5,0.12,0
15,14,25,5,0.12,0
15,14,30,5,0.14,0
15,14,35,5,0.19,0
15,14,40,5,0.23,0
15,14,45,5,0.25,0
15,14,50,5,0.27,0
15,14,55,5,0.28,0
15,15,0,5,0.28,0
15,15,5,5,0.22,0
15,15,10,5,0.16,0
15,15,15,5,0.12,0
15,15,20,5,0.12,0
15,15,25,5,0.14,0
15,15,30,5,0.19,0
15,15,35,5,0.23,0
15,15,40,5,0.25,0
15,15,45,5,0.26,0
15,15,50,5,0.26,0
15,15,55,5,0.26,0
15,16,0,5,0.22,0
15,16,5,5,0.17,0
15,16,10,5,0.13,0
15,16,15,5,0.12,0
15,16,20,5,0.12,0
15,16,25,5,0.14,0
15,16,30,5,0.18,0
15,16,35,5,0.23,0
15,16,40,5,0.25,0
15,16,45,5,0.25,0
15,16,50,5,0.22,0
15,16,55,5,0.18,0
15,17,0,5,0.15,0
15,17,5,5,0.15,0
15,17,10,5,0.15,0
15,17,15,5,0.13,0
15,17,20,5,0.14,0
15,17,25,5,0.18,0
15,17,30,5,0.23,0
15,17,35,5,0.18,0.98
15,17,40,5,0.18,0.98
15,17,45,5,0.14,0.98
15,17,50,5,0.17,0
15,17,55,5,0.12,0
15,18,0,5,0.12,0
15,18,5,5,0.12,0
15,18,10,5,0.12,0
15,18,15,5,0.12,0
15,18,20,5,0.12,0
15,18,25,5,0.12,0
15,18,30,5,0.12,0
15,18,35,5,0.12,0
15,18,40,5,0.17,0
15,18,45,5,0.21,0
15,18,50,5,0.25,0
15,18,55,5,0.24,0
15,19,0,5,0.2,0
15,19,5,5,0.15,0
15,19,10,5,0.14,0
15,19,15,5,0.15,0
15,19,20,5,0.15,0
15,19,25,5,0.13,0
15,19,30,5,0.12,0
15,19,35,5,0.12,0
15,19,40,5,0.08,0.8
15,19,45,5,0.08,0.81
15,19,50,5,0.04,1.92
15,19,55,5,0.04,2.21
15,20,0,5,0,2.21
15,20,5,5,0,2.21
15,20,10,5,0,2.21
15,20,15,5,0,2.72
15,20,20,5,0,2.55
15,20,25,5,0,2.3
15,20,30,5,0,2.12
15,20,35,5,0,2.04
15,20,40,5,0,2.02
15,20,45,5,0,2.05
15,20,50,5,0,2.02
15,20,55,5,0,2.09
15,21,0,5,0,2.17
15,21,5,5,0,2.31
15,21,10,5,0,2.42
15,21,15,5,0,2.4
15,21,20,5,0,2.37
15,21,25,5,0,2.33
15,21,30,5,0,2.36
15,21,35,5,0,2.34
15,21,40,5,0.04,1.55
15,21,45,5,0.08,0.77
15,21,50,5,0.08,0.73
15,21,55,5,0.04,1.48
15,22,0,5,0,1.48
15,22,5,5,0,1.48
15,22,10,5,0,1.48
15,22,15,5,0.12,0.06
15,22,20,5,0.12,0
15,22,25,5,0.12,0
15,22,30,5,0.12,0
15,22,35,5,0.12,0
15,22,40,5,0.12,0
15,22,45,5,0.12,0
15,22,50,5,0.15,0
15,22,55,5,0.19,0
15,23,0,5,0.23,0
15,23,5,5,0.2,0
15,23,10,5,0.16,0
15,23,15,5,0.12,0
15,23,20,5,0.12,0
15,23,25,5,0.12,0
15,23,30,5,0.14,0
15,23,35,5,0.15,0
15,23,40,5,0.15,0
15,23,45,5,0.13,0
15,23,50,5,0.12,0
15,23,55,5,0.12,0
15,24,0,5,0,0
16,0,5,5,0,0
16,0,10,5,0,0
16,0,15,5,8.87,0
16,0,20,5,9.11,0
16,0,25,5,9.12,0
16,0,30,5,9.11,0
16,0,35,5,9.11,0
16,0,40,5,9.15,0
16,0,45,5,8.05,0
16,0,50,5,5.09,0
16,0,55,5,2.05,0
16,1,0,5,0.15,0
16,1,5,5,0.12,0
16,1,10,5,0.12,0
16,1,15,5,0.12,0
16,1,20,5,0.12,0
16,1,25,5,0.12,0
16,1,30,5,0.12,0
16,1,35,5,0.12,0
16,1,40,5,0.14,0
16,1,45,5,0.15,0
16,1,50,5,0.15,0
16,1,55,5,0.13,0
16,2,0,5,0.12,0
16,2,5,5,0.12,0
16,2,10,5,0.12,0
16,2,15,5,0.12,0
16,2,20,5,0.12,0
16,2,25,5,0.12,0
16,2,30,5,0.12,0
16,2,35,5,0.12,0
16,2,40,5,0.12,0
16,2,45,5,0.12,0
16,2,50,5,0.12,0
16,2,55,5,0.12,0
16,3,0,5,0.12,0
16,3,5,5,0.12,0
16,3,10,5,0.12,0
16,3,15,5,0.12,0
16,3,20,5,0.12,0
16,3,25,5,0.12,0
16,3,30,5,0.12,0
16,3,35,5,0.12,0
16,3,40,5,0.12,0
16,3,45,5,0.12,0
16,3,50,5,0.14,0
16,3,55,5,0.15,0
16,4,0,5,0.15,0
16,4,5,5,0.13,0
16,4,10,5,0.12,0
16,4,15,5,0.12,0
16,4,20,5,0.12,0
16,4,25,5,0.12,0
16,4,30,5,0.12,0
16,4,35,5,0.12,0
16,4,40,5,0.12,0
16,4,45,5,0.12,0
16,4,50,5,0.12,0
16,4,55,5,0.12,0
16,5,0,5,0.12,0
16,5,5,5,0.12,0
16,5,10,5,0.12,0
16,5,15,5,0.12,0
16,5,20,5,0.12,0
16,5,25,5,0.12,0
16,5,30,5,0.12,0
16,5,35,5,0.12,0
16,5,40,5,0.12,0
16,5,45,5,0.12,0
16,5,50,5,0.12,0
16,5,55,5,0.13,0
16,6,0,5,0.14,0
16,6,5,5,0.15,0
16,6,10,5,0.15,0
16,6,15,5,0.13,0
16,6,20,5,0.12,0
16,6,25,5,0.12,0
16,6,30,5,0.12,0
16,6,35,5,0.12,0
16,6,40,5,0.12,0
16,6,45,5,0.12,0
16,6,50,5,0.12,0
16,6,55,5,0.12,0
16,7,0,5,0.12,0
16,7,5,5,0.12,0
16,7,10,5,0.12,0
16,7,15,5,0.15,0
16,7,20,5,0.19,0
16,7,25,5,0.21,0
16,7,30,5,0.17,0
16,7,35,5,0.13,0
16,7,40,5,0.12,0
16,7,45,5,0.15,0
16,7,50,5,0.19,0
16,7,55,5,0.22,0
16,8,0,5,0.2,0
16,8,5,5,0.16,0
16,8,10,5,0.14,0
16,8,15,5,0.16,0
16,8,20,5,0.2,0
16,8,25,5,0.22,0
16,8,30,5,0.21,0
16,8,35,5,0.17,0
16,8,40,5,0.13,0
16,8,45,5,0.14,0
16,8,50,5,0.18,0
16,8,55,5,0.22,0
16,9,0,5,0.24,0
16,9,5,5,0.23,0
16,9,10,5,0.18,0
16,9,15,5,0.14,0
16,9,20,5,0.13,0
16,9,25,5,0.17,0
16,9,30,5,0.21,0
16,9,35,5,0.25,0
16,9,40,5,0.22,0
16,9,45,5,0.18,0
16,9,50,5,0.13,0
16,9,55,5,0.14,0
16,10,0,5,0.19,0
16,10,5,5,0.23,0
16,10,10,5,0.25,0
16,10,15,5,0.25,0
16,10,20,5,0.25,0
16,10,25,5,0.21,0
16,10,30,5,0.16,0
16,10,35,5,0.13,0
16,10,40,5,0.16,0
16,10,45,5,0.21,0
16,10,50,5,0.25,0
16,10,55,5,0.25,0
16,11,0,5,0.22,0
16,11,5,5,0.17,0
16,11,10,5,0.13,0
16,11,15,5,0.12,0
16,11,20,5,0.17,0
16,11,25,5,0.21,0
16,11,30,5,0.25,0
16,11,35,5,0.25,0
16,11,40,5,0.25,0
16,11,45,5,0.25,0
16,11,50,5,0.22,0
16,11,55,5,0.17,0
16,12,0,5,0.13,0
16,12,5,5,0.12,0
16,12,10,5,0.17,0
16,12,15,5,0.21,0
16,12,20,5,0.26,0
16,12,25,5,0.26,0
16,12,30,5,0.27,0
16,12,35,5,0.27,0
16,12,40,5,0.22,0
16,12,45,5,0.16,0
16,12,50,5,0.12,0
16,12,55,5,0.14,0
16,13,0,5,0.19,0
16,13,5,5,0.23,0
16,13,10,5,0.25,0
16,13,15,5,0.26,0
16,13,20,5,0.26,0
16,13,25,5,0.22,0
16,13,30,5,0.17,0
16,13,35,5,0.13,0
16,13,40,5,0.12,0
16,13,45,5,0.17,0
16,13,50,5,0.21,0
16,13,55,5,0.26,0
16,14,0,5,0.26,0
16,14,5,5,0.26,0
16,14,10,5,0.26,0
16,14,15,5,0.26,0
16,14,20,5,0.26,0
16,14,25,5,0.26,0
16,14,30,5,0.25,0
16,14,35,5,0.21,0
16,14,40,5,0.18,0
16,14,45,5,0.15,0
16,14,50,5,0.14,0
16,14,55,5,0.17,0
16,15,0,5,0.2,0
16,15,5,5,0.25,0
16,15,10,5,0.26,0
16,15,15,5,0.26,0
16,15,20,5,0.25,0
16,15,25,5,0.2,0
16,15,30,5,0.16,0
16,15,35,5,0.12,0
16,15,40,5,0.12,0
16,15,45,5,0.12,0
16,15,50,5,0.12,0
16,15,55,5,0.14,0
16,16,0,5,0.19,0
16,16,5,5,0.23,0
16,16,10,5,0.25,0
16,16,15,5,0.22,0
16,16,20,5,0.17,0
16,16,25,5,0.13,0
16,16,30,5,0.12,0
16,16,35,5,0.12,0
16,16,40,5,0.12,0
16,16,45,5,0.13,0
16,16,50,5,0.14,0
16,16,55,5,0.15,0
16,17,0,5,0.14,0
16,17,5,5,0.13,0
16,17,10,5,0.12,0
16,17,15,5,0.14,0
16,17,20,5,0.19,0
16,17,25,5,0.23,0
16,17,30,5,0.25,0
16,17,35,5,0.17,0.73
16,17,40,5,0.13,0.8
16,17,45,5,0.05,1.39
16,17,50,5,0.08,0.7
16,17,55,5,0.05,1.19
16,18,0,5,0.04,1.17
16,18,5,5,0,1.72
16,18,10,5,0,1.81
16,18,15,5,0,1.9
16,18,20,5,0,1.92
16,18,25,5,0,1.9
16,18,30,5,0,1.88
16,18,35,5,0,1.9
16,18,40,5,0,1.85
16,18,45,5,0,1.82
16,18,50,5,0,1.86
16,18,55,5,0,1.95
16,19,0,5,0,2.02
16,19,5,5,0,2.03
16,19,10,5,0,2.02
16,19,15,5,0,2
16,19,20,5,0,1.92
16,19,25,5,0,1.86
16,19,30,5,0,1.78
16,19,35,5,0,1.85
16,19,40,5,0.04,1.32
16,19,45,5,0.08,0.72
16,19,50,5,0.12,0.06
16,19,55,5,0.12,0
16,20,0,5,0.12,0
16,20,5,5,0.12,0
16,20,10,5,0.12,0
16,20,15,5,0.12,0
16,20,20,5,0.12,0
16,20,25,5,0.12,0
16,20,30,5,0.12,0
16,20,35,5,0.12,0
16,20,40,5,0.12,0
16,20,45,5,0.12,0
16,20,50,5,0.12,0
16,20,55,5,0.12,0
16,21,0,5,0.12,0
16,21,5,5,0.13,0
16,21,10,5,0.14,0
16,21,15,5,0.15,0
16,21,20,5,0.14,0
16,21,25,5,0.13,0
16,21,30,5,0.12,0
16,21,35,5,0.12,0
16,21,40,5,0.09,0.59
16,21,45,5,0.08,0.65
16,21,50,5,0.05,1.22
16,21,55,5,0.04,1.39
16,22,0,5,0,2.14
16,22,5,5,0.04,1.64
16,22,10,5,0.08,0.88
16,22,15,5,0.12,0.07
16,22,20,5,0.12,0
16,22,25,5,0.12,0
16,22,30,5,0.12,0
16,22,35,5,0.12,0
16,22,40,5,0.12,0
16,22,45,5,0.12,0
16,22,50,5,0.12,0
16,22,55,5,0.12,0
16,23,0,5,0.12,0
16,23,5,5,0.12,0
16,23,10,5,0.12,0
16,23,15,5,0.13,0
16,23,20,5,0.14,0
16,23,25,5,0.15,0
16,23,30,5,0.14,0
16,23,35,5,0.13,0
16,23,40,5,0.12,0
16,23,45,5,0.12,0
16,23,50,5,0.12,0
16,23,55,5,0.12,0
16,24,0,5,0,0
17,0,5,5,0,0
17,0,10,5,0,0
17,0,15,5,8.85,0
17,0,20,5,9.11,0
17,0,25,5,9.11,0
17,0,30,5,9.1,0
17,0,35,5,9.1,0
17,0,40,5,6.57,0
17,0,45,5,3.57,0
17,0,50,5,0.58,0
17,0,55,5,0.12,0
17,1,0,5,0.12,0
17,1,5,5,0.12,0
17,1,10,5,0.12,0
17,1,15,5,0.12,0
17,1,20,5,0.12,0
17,1,25,5,0.13,0
17,1,30,5,0.14,0
17,1,35,5,0.15,0
17,1,40,5,0.14,0
17,1,45,5,0.13,0
17,1,50,5,0.12,0
17,1,55,5,0.12,0
17,2,0,5,0.12,0
17,2,5,5,0.12,0
17,2,10,5,0.12,0
17,2,15,5,0.12,0
17,2,20,5,0.12,0
17,2,25,5,0.12,0
17,2,30,5,0.12,0
17,2,35,5,0.12,0
17,2,40,5,0.12,0
17,2,45,5,0.12,0
17,2,50,5,0.12,0
17,2,55,5,0.12,0
17,3,0,5,0.12,0
17,3,5,5,0.12,0
17,3,10,5,0.12,0
17,3,15,5,0.12,0
17,3,20,5,0.12,0
17,3,25,5,0.12,0
17,3,30,5,0.12,0
17,3,35,5,0.13,0
17,3,40,5,0.15,0
17,3,45,5,0.15,0
17,3,50,5,0.14,0
17,3,55,5,0.13,0
17,4,0,5,0.12,0
17,4,5,5,0.12,0
17,4,10,5,0.12,0
17,4,15,5,0.12,0
17,4,20,5,0.12,0
17,4,25,5,0.12,0
17,4,30,5,0.12,0
17,4,35,5,0.12,0
17,4,40,5,0.12,0
17,4,45,5,0.12,0
17,4,50,5,0.12,0
17,4,55,5,0.12,0
17,5,0,5,0.12,0
17,5,5,5,0.12,0
17,5,10,5,0.12,0
17,5,15,5,0.12,0
17,5,20,5,0.12,0
17,5,25,5,0.12,0
17,5,30,5,0.12,0
17,5,35,5,0.12,0
17,5,40,5,0.12,0
17,5,45,5,0.13,0
17,5,50,5,0.15,0
17,5,55,5,0.15,0
17,6,0,5,0.14,0
17,6,5,5,0.13,0
17,6,10,5,0.12,0
17,6,15,5,0.12,0
17,6,20,5,0.12,0
17,6,25,5,0.12,0
17,6,30,5,0.12,0
17,6,35,5,0.12,0
17,6,40,5,0.12,0
17,6,45,5,0.12,0
17,6,50,5,0.12,0
17,6,55,5,0.12,0
17,7,0,5,0.12,0
17,7,5,5,0.12,0
17,7,10,5,0.12,0
17,7,15,5,0.12,0
17,7,20,5,0.12,0
17,7,25,5,0.12,0
17,7,30,5,0.12,0
17,7,35,5,0.12,0
17,7,40,5,0.12,0
17,7,45,5,0.12,0
17,7,50,5,0.15,0
17,7,55,5,0.2,0
17,8,0,5,0.23,0
17,8,5,5,0.2,0
17,8,10,5,0.15,0
17,8,15,5,0.13,0
17,8,20,5,0.12,0
17,8,25,5,0.16,0
17,8,30,5,0.2,0
17,8,35,5,0.21,0
17,8,40,5,0.17,0
17,8,45,5,0.13,0
17,8,50,5,0.12,0
17,8,55,5,0.14,0
17,9,0,5,0.18,0
17,9,5,5,0.21,0
17,9,10,5,0.19,0
17,9,15,5,0.15,0
17,9,20,5,0.12,0
17,9,25,5,0.16,0
17,9,30,5,0.2,0
17,9,35,5,0.24,0
17,9,40,5,0.21,0
17,9,45,5,0.17,0
17,9,50,5,0.13,0
17,9,55,5,0.14,0
17,10,0,5,0.18,0
17,10,5,5,0.24,0
17,10,10,5,0.27,0
17,10,15,5,0.28,0
17,10,20,5,0.23,0
17,10,25,5,0.18,0
17,10,30,5,0.13,0
17,10,35,5,0.12,0
17,10,40,5,0.17,0
17,10,45,5,0.21,0
17,10,50,5,0.25,0
17,10,55,5,0.25,0
17,11,0,5,0.24,0
17,11,5,5,0.19,0
17,11,10,5,0.15,0
17,11,15,5,0.12,0
17,11,20,5,0.15,0
17,11,25,5,0.19,0
17,11,30,5,0.23,0
17,11,35,5,0.25,0
17,11,40,5,0.23,0
17,11,45,5,0.19,0
17,11,50,5,0.14,0
17,11,55,5,0.12,0
17,12,0,5,0.15,0
17,12,5,5,0.19,0
17,12,10,5,0.23,0
17,12,15,5,0.26,0
17,12,20,5,0.28,0
17,12,25,5,0.25,0
17,12,30,5,0.2,0
17,12,35,5,0.14,0
17,12,40,5,0.12,0
17,12,45,5,0.14,0
17,12,50,5,0.18,0
17,12,55,5,0.22,0
17,13,0,5,0.25,0
17,13,5,5,0.24,0
17,13,10,5,0.2,0
17,13,15,5,0.16,0
17,13,20,5,0.12,0
17,13,25,5,0.14,0
17,13,30,5,0.18,0
17,13,35,5,0.23,0
17,13,40,5,0.25,0
17,13,45,5,0.26,0
17,13,50,5,0.25,0
17,13,55,5,0.21,0
17,14,0,5,0.16,0
17,14,5,5,0.12,0
17,14,10,5,0.15,0
17,14,15,5,0.2,0
17,14,20,5,0.24,0
17,14,25,5,0.27,0
17,14,30,5,0.28,0
17,14,35,5,0.29,0
17,14,40,5,0.24,0
17,14,45,5,0.18,0
17,14,50,5,0.14,0
17,14,55,5,0.12,0
17,15,0,5,0.16,0
17,15,5,5,0.2,0
17,15,10,5,0.25,0
17,15,15,5,0.26,0
17,15,20,5,0.23,0
17,15,25,5,0.18,0
17,15,30,5,0.14,0
17,15,35,5,0.12,0
17,15,40,5,0.12,0
17,15,45,5,0.12,0
17,15,50,5,0.12,0
17,15,55,5,0.12,0
17,16,0,5,0.12,0
17,16,5,5,0.12,0
17,16,10,5,0.12,0
17,16,15,5,0.12,0
17,16,20,5,0.12,0
17,16,25,5,0.12,0
17,16,30,5,0.12,0
17,16,35,5,0.13,0
17,16,40,5,0.15,0
17,16,45,5,0.15,0
17,16,50,5,0.14,0
17,16,55,5,0.12,0
17,17,0,5,0.12,0
17,17,5,5,0.12,0
17,17,10,5,0.12,0
17,17,15,5,0.13,0
17,17,20,5,0.17,0
17,17,25,5,0.21,0
17,17,30,5,0.25,0
17,17,35,5,0.18,0.52
17,17,40,5,0.13,0.61
17,17,45,5,0.08,0.61
17,17,50,5,0.08,0.59
17,17,55,5,0.05,1.15
17,18,0,5,0.01,1.79
17,18,5,5,0,1.96
17,18,10,5,0,1.99
17,18,15,5,0,2.01
17,18,20,5,0,1.98
17,18,25,5,0,1.89
17,18,30,5,0,1.87
17,18,35,5,0,1.8
17,18,40,5,0,1.74
17,18,45,5,0,1.73
17,18,50,5,0,1.81
17,18,55,5,0,1.93
17,19,0,5,0,1.93
17,19,5,5,0,1.93
17,19,10,5,0,1.93
17,19,15,5,0,1.72
17,19,20,5,0,1.82
17,19,25,5,0,1.9
17,19,30,5,0,2.02
17,19,35,5,0.03,1.5
17,19,40,5,0.08,0.84
17,19,45,5,0.08,0.72
17,19,50,5,0.05,1.32
17,19,55,5,0.01,2.08
17,20,0,5,0,2.2
17,20,5,5,0,2.2
17,20,10,5,0,2.17
17,20,15,5,0,2.2
17,20,20,5,0,2.24
17,20,25,5,0,2.27
17,20,30,5,0,2.3
17,20,35,5,0,2.29
17,20,40,5,0,2.24
17,20,45,5,0,2.13
17,20,50,5,0,2.05
17,20,55,5,0,2.07
17,21,0,5,0,2.1
17,21,5,5,0,2.08
17,21,10,5,0,2.07
17,21,15,5,0,2.08
17,21,20,5,0,2.14
17,21,25,5,0,2.15
17,21,30,5,0,2.26
17,21,35,5,0.03,1.69
17,21,40,5,0.08,0.96
17,21,45,5,0.12,0.15
17,21,50,5,0.12,0
17,21,55,5,0.12,0
17,22,0,5,0.12,0
17,22,5,5,0.12,0
17,22,10,5,0.12,0
17,22,15,5,0.12,0
17,22,20,5,0.12,0
17,22,25,5,0.12,0
17,22,30,5,0.12,0
