Día,Hora,Minuto,Mes,Carga (kWh),Descarga (kWh)
30,19,20,5,0,0
30,19,25,5,0,0
30,19,30,5,0,0
30,19,35,5,0,0
30,19,40,5,0,0
30,19,45,5,0,0
30,19,50,5,0,0
30,19,55,5,0,0
30,20,0,5,0,0
30,20,5,5,0,0
30,20,10,5,0,0
30,20,15,5,0,0
30,20,20,5,0,0
30,20,25,5,0,0
30,20,30,5,0,0
30,20,35,5,0,0
30,20,40,5,0,0
30,20,45,5,0,0
30,20,50,5,0,0
30,20,55,5,0,0
30,21,0,5,0,0
30,21,5,5,0,0
30,21,10,5,0,0
30,21,15,5,0,0
30,21,20,5,0,0
30,21,25,5,0,0
30,21,30,5,0,0
30,21,35,5,0,0
30,21,40,5,0,0
30,21,45,5,0,0
30,21,50,5,0,0
30,21,55,5,0,0
30,22,0,5,0,0
30,22,5,5,0,0
30,22,10,5,0,0
30,22,15,5,0,0
30,22,20,5,0,0
30,22,25,5,0,0
30,22,30,5,0,0
30,22,35,5,0,0
30,22,40,5,0,0
30,22,45,5,0,0
30,22,50,5,0,0
30,22,55,5,0,0
30,23,0,5,0,0
30,23,5,5,0,0
30,23,10,5,0,0
30,23,15,5,0,0
30,23,20,5,0,0
30,23,25,5,0,0
30,23,30,5,0,0
30,23,35,5,0,0
30,23,40,5,0,0
30,23,45,5,0,0
30,23,50,5,0,0
30,23,55,5,0,0
30,24,0,5,0,0
31,0,5,5,0,0
31,0,10,5,0,0
31,0,15,5,0,0
31,0,20,5,0,0
31,0,25,5,0,0
31,0,30,5,0,0
31,0,35,5,0,0
31,0,40,5,0,0
31,0,45,5,0,0
31,0,50,5,0,0
31,0,55,5,0,0
31,1,0,5,0,0
31,1,5,5,0,0
31,1,10,5,0,0
31,1,15,5,0,0
31,1,20,5,0,0
31,1,25,5,0,0
31,1,30,5,0,0
31,1,35,5,0,0
31,1,40,5,0,0
31,1,45,5,0,0
31,1,50,5,0,0
31,1,55,5,0,0
31,2,0,5,0,0
31,2,5,5,0,0
31,2,10,5,0,0
31,2,15,5,0,0
31,2,20,5,0,0
31,2,25,5,0,0
31,2,30,5,0,0
31,2,35,5,0,0
31,2,40,5,0,0
31,2,45,5,0,0
31,2,50,5,0,0
31,2,55,5,0,0
31,3,0,5,0,0
31,3,5,5,0,0
31,3,10,5,0,0
31,3,15,5,0,0
31,3,20,5,0,0
31,3,25,5,0,0
31,3,30,5,0,0
31,3,35,5,0,0
31,3,40,5,0,0
31,3,45,5,0,0
31,3,50,5,0,0
31,3,55,5,0,0
31,4,0,5,0,0
31,4,5,5,0,0
31,4,10,5,0,0
31,4,15,5,0,0
31,4,20,5,0,0
31,4,25,5,0,0
31,4,30,5,0,0
31,4,35,5,0,0
31,4,40,5,0,0
31,4,45,5,0,0
31,4,50,5,0,0
31,4,55,5,0,0
31,5,0,5,0,0
31,5,5,5,0,0
31,5,10,5,0,0
31,5,15,5,0,0
31,5,20,5,0,0
31,5,25,5,0,0
31,5,30,5,0,0
31,5,35,5,0,0
31,5,40,5,0,0
31,5,45,5,0,0
31,5,50,5,0,0
31,5,55,5,0,0
31,6,0,5,0,0
31,6,5,5,0,0
31,6,10,5,0,0
31,6,15,5,0,0
31,6,20,5,0,0
31,6,25,5,0,0
31,6,30,5,0,0
31,6,35,5,0,0
31,6,40,5,0,0
31,6,45,5,0,0
31,6,50,5,0,0
31,6,55,5,0,0
31,7,0,5,0,0
31,7,5,5,0,0
31,7,10,5,0,0
31,7,15,5,0,0
31,7,20,5,0,0
31,7,25,5,0,0
31,7,30,5,0,0
31,7,35,5,0,0
31,7,40,5,0,0
31,7,45,5,0,0
31,7,50,5,0,0
31,7,55,5,0,0
31,8,0,5,0,0
31,8,5,5,0,0
31,8,10,5,0,0
31,8,15,5,0,0
31,8,20,5,0,0
31,8,25,5,0,0
31,8,30,5,0,0
31,8,35,5,0,0
31,8,40,5,0,0
31,8,45,5,0,0
31,8,50,5,0,0
31,8,55,5,0,0
31,9,0,5,0,0
31,9,5,5,0,0
31,9,10,5,0,0
31,9,15,5,0,0
31,9,20,5,0,0
31,9,25,5,0,0
31,9,30,5,0,0
31,9,35,5,0,0
31,9,40,5,0,0
31,9,45,5,0,0
31,9,50,5,0,0
31,9,55,5,0,0
31,10,0,5,0,0
31,10,5,5,0,0
31,10,10,5,0,0
31,10,15,5,0,0
31,10,20,5,0,0
31,10,25,5,0,0
31,10,30,5,0,0
31,10,35,5,0,0
31,10,40,5,0,0
31,10,45,5,0,0
31,10,50,5,0,0
31,10,55,5,0,0
31,11,0,5,0,0
31,11,5,5,0,0
31,11,10,5,0,0
31,11,15,5,0,0
31,11,20,5,0,0
31,11,25,5,0,0
31,11,30,5,0,0
31,11,35,5,0,0
31,11,40,5,0,0
31,11,45,5,0,0
31,11,50,5,0,0
31,11,55,5,0,0
31,12,0,5,0,0
31,12,5,5,0,0
31,12,10,5,0,0
31,12,15,5,0,0
31,12,20,5,0,0
31,12,25,5,0,0
31,12,30,5,0,0
31,12,35,5,0,0
31,12,40,5,0,0
31,12,45,5,0,0
31,12,50,5,0,0
31,12,55,5,0,0
31,13,0,5,0,0
31,13,5,5,0,0
31,13,10,5,0,0
31,13,15,5,0,0
31,13,20,5,0,0
31,13,25,5,0,0
31,13,30,5,0,0
31,13,35,5,0,0
31,13,40,5,0,0
31,13,45,5,0,0
31,13,50,5,0,0
31,13,55,5,0,0
31,14,0,5,0,0
31,14,5,5,0,0
31,14,10,5,0,0
31,14,15,5,0,0
31,14,20,5,0,0
31,14,25,5,0,0
31,14,30,5,0,0
31,14,35,5,0,0
31,14,40,5,0,0
31,14,45,5,0,0
31,14,50,5,0,0
31,14,55,5,0,0
31,15,0,5,0,0
31,15,5,5,0,0
31,15,10,5,0,0
31,15,15,5,0,0
31,15,20,5,0,0
31,15,25,5,0,0
31,15,30,5,0,0
31,15,35,5,0,0
31,15,40,5,0,0
31,15,45,5,0,0
31,15,50,5,0,0
31,15,55,5,0,0
31,16,0,5,0,0
31,16,5,5,0,0
31,16,10,5,0,0
31,16,15,5,0,0
31,16,20,5,0,0
31,16,25,5,0,0
31,16,30,5,0,0
31,16,35,5,0,0
31,16,40,5,0,0
31,16,45,5,0,0
31,16,50,5,0,0
31,16,55,5,0,0
31,17,0,5,0,0
31,17,5,5,0,0
31,17,10,5,0,0
31,17,15,5,0,0
31,17,20,5,0,0
31,17,25,5,0,0
31,17,30,5,0,0
31,17,35,5,0,0
31,17,40,5,0,0
31,17,45,5,0,0
31,17,50,5,0,0
31,17,55,5,0,0
31,18,0,5,0,0
31,18,5,5,0,0
31,18,10,5,0,0
31,18,15,5,0,0
31,18,20,5,0,0
31,18,25,5,0,0
31,18,30,5,0,0
31,18,35,5,0,0
31,18,40,5,0,0
31,18,45,5,0,0
31,18,50,5,0,0
31,18,55,5,0,0
31,19,0,5,0,0
31,19,5,5,0,0
31,19,10,5,0,0
31,19,15,5,0,0
31,19,20,5,0,0
31,19,25,5,0,0
31,19,30,5,0,0
31,19,35,5,0,0
31,19,40,5,0,0
31,19,45,5,0,0
31,19,50,5,0,0
31,19,55,5,0,0
31,20,0,5,0,0
31,20,5,5,0,0
31,20,10,5,0,0
31,20,15,5,0,0
31,20,20,5,0,0
31,20,25,5,0,0
31,20,30,5,0,0
31,20,35,5,0,0
31,20,40,5,0,0
31,20,45,5,0,0
31,20,50,5,0,0
31,20,55,5,0,0
31,21,0,5,0,0
31,21,5,5,0,0
31,21,10,5,0,0
31,21,15,5,0,0
31,21,20,5,0,0
31,21,25,5,0,0
31,21,30,5,0,0
31,21,35,5,0,0
31,21,40,5,0,0
31,21,45,5,0,0
31,21,50,5,0,0
31,21,55,5,0,0
31,22,0,5,0,0
31,22,5,5,0,0
31,22,10,5,0,0
31,22,15,5,0,0
31,22,20,5,0,0
31,22,25,5,0,0
31,22,30,5,0,0
31,22,35,5,0,0
31,22,40,5,0,0
31,22,45,5,0,0
31,22,50,5,0,0
31,22,55,5,0,0
31,23,0,5,0,0
31,23,5,5,0,0
31,23,10,5,0,0
31,23,15,5,0,0
31,23,20,5,0,0
31,23,25,5,0,0
31,23,30,5,0,0
31,23,35,5,0,0
31,23,40,5,0,0
31,23,45,5,0,0
31,23,50,5,0,0
31,23,55,5,0,0
31,24,0,5,0,0
1,0,5,6,0,0
1,0,10,6,0,0
1,0,15,6,0,0
1,0,20,6,0,0
1,0,25,6,0,0
1,0,30,6,0,0
1,0,35,6,0,0
1,0,40,6,0,0
1,0,45,6,0,0
1,0,50,6,0,0
1,0,55,6,0,0
1,1,0,6,0,0
1,1,5,6,0,0
1,1,10,6,0,0
1,1,15,6,0,0
1,1,20,6,0,0
1,1,25,6,0,0
1,1,30,6,0,0
1,1,35,6,0,0
1,1,40,6,0,0
1,1,45,6,0,0
1,1,50,6,0,0
1,1,55,6,0,0
1,2,0,6,0,0
1,2,5,6,0,0
1,2,10,6,0,0
1,2,15,6,0,0
1,2,20,6,0,0
1,2,25,6,0,0
1,2,30,6,0,0
1,2,35,6,0,0
1,2,40,6,0,0
1,2,45,6,0,0
1,2,50,6,0,0
1,2,55,6,0,0
1,3,0,6,0,0
1,3,5,6,0,0
1,3,10,6,0,0
1,3,15,6,0,0
1,3,20,6,0,0
1,3,25,6,0,0
1,3,30,6,0,0
1,3,35,6,0,0
1,3,40,6,0,0
1,3,45,6,0,0
1,3,50,6,0,0
1,3,55,6,0,0
1,4,0,6,0,0
1,4,5,6,0,0
1,4,10,6,0,0
1,4,15,6,0,0
1,4,20,6,0,0
1,4,25,6,0,0
1,4,30,6,0,0
1,4,35,6,0,0
1,4,40,6,0,0
1,4,45,6,0,0
1,4,50,6,0,0
1,4,55,6,0,0
1,5,0,6,0,0
1,5,5,6,0,0
1,5,10,6,0,0
1,5,15,6,0,0
1,5,20,6,0,0
1,5,25,6,0,0
1,5,30,6,0,0
1,5,35,6,0,0
1,5,40,6,0,0
1,5,45,6,0,0
1,5,50,6,0,0
1,5,55,6,0,0
1,6,0,6,0,0
1,6,5,6,0,0
1,6,10,6,0,0
1,6,15,6,0,0
1,6,20,6,0,0
1,6,25,6,0,0
1,6,30,6,0,0
1,6,35,6,0,0
1,6,40,6,0,0
1,6,45,6,0,0
1,6,50,6,0,0
1,6,55,6,0,0
1,7,0,6,0,0
1,7,5,6,0,0
1,7,10,6,0,0
1,7,15,6,0,0
1,7,20,6,0,0
1,7,25,6,0,0
1,7,30,6,0,0
1,7,35,6,0,0
1,7,40,6,0,0
1,7,45,6,0,0
1,7,50,6,0,0
1,7,55,6,0,0
1,8,0,6,0,0
1,8,5,6,0,0
1,8,10,6,0,0
1,8,15,6,0,0
1,8,20,6,0,0
1,8,25,6,0,0
1,8,30,6,0,0
1,8,35,6,0,0
1,8,40,6,0,0
1,8,45,6,0,0
1,8,50,6,0,0
1,8,55,6,0,0
1,9,0,6,0,0
1,9,5,6,0,0
1,9,10,6,0,0
1,9,15,6,0,0
1,9,20,6,0,0
1,9,25,6,0,0
1,9,30,6,0,0
1,9,35,6,0,0
1,9,40,6,0,0
1,9,45,6,0,0
1,9,50,6,0,0
1,9,55,6,0,0
1,10,0,6,0,0
1,10,5,6,0,0
1,10,10,6,0,0
1,10,15,6,0,0
1,10,20,6,0,0
1,10,25,6,0,0
1,10,30,6,0,0
1,10,35,6,0,0
1,10,40,6,0,0
1,10,45,6,0,0
1,10,50,6,0,0
1,10,55,6,0,0
1,11,0,6,0,0
1,11,5,6,0,0
1,11,10,6,0,0
1,11,15,6,0,0
1,11,20,6,0,0
1,11,25,6,0,0
1,11,30,6,0,0
1,11,35,6,0,0
1,11,40,6,0,0
1,11,45,6,0,0
1,11,50,6,0,0
1,11,55,6,0,0
1,12,0,6,0,0
1,12,5,6,0,0
1,12,10,6,0,0
1,12,15,6,0,0
1,12,20,6,0,0
1,12,25,6,0,0
1,12,30,6,0,0
1,12,35,6,0,0
1,12,40,6,0,0
1,12,45,6,0,0
1,12,50,6,0,0
1,12,55,6,0,0
1,13,0,6,0,0
1,13,5,6,0,0
1,13,10,6,0,0
1,13,15,6,0,0
1,13,20,6,0,0
1,13,25,6,0,0
1,13,30,6,0,0
1,13,35,6,0,0
1,13,40,6,0,0
1,13,45,6,0,0
1,13,50,6,0,0
1,13,55,6,0,0
1,14,0,6,0,0
1,14,5,6,0,0
1,14,10,6,0,0
1,14,15,6,0,0
1,14,20,6,0,0
1,14,25,6,0,0
1,14,30,6,0,0
1,14,35,6,0,0
1,14,40,6,0,0
1,14,45,6,0,0
1,14,50,6,0,0
1,14,55,6,0,0
1,15,0,6,0,0
1,15,5,6,0,0
1,15,10,6,0,0
1,15,15,6,0,0
1,15,20,6,0,0
1,15,25,6,0,0
1,15,30,6,0,0
1,15,35,6,0,0
1,15,40,6,0,0
1,15,45,6,0,0
1,15,50,6,0,0
1,15,55,6,0,0
1,16,0,6,0,0
1,16,5,6,0,0
1,16,10,6,0,0
1,16,15,6,0,0
1,16,20,6,0,0
1,16,25,6,0,0
1,16,30,6,0,0
1,16,35,6,0,0
1,16,40,6,0,0
1,16,45,6,0,0
1,16,50,6,0,0
1,16,55,6,0,0
1,17,0,6,0,0
1,17,5,6,0,0
1,17,10,6,0,0
1,17,15,6,0,0
1,17,20,6,0,0
1,17,25,6,0,0
1,17,30,6,0,0
1,17,35,6,0,0
1,17,40,6,0,0
1,17,45,6,0,0
1,17,50,6,0,0
1,17,55,6,0,0
1,18,0,6,0,0
1,18,5,6,0,0
1,18,10,6,0,0
1,18,15,6,0,0
1,18,20,6,0,0
1,18,25,6,0,0
1,18,30,6,0,0
1,18,35,6,0,0
1,18,40,6,0,0
1,18,45,6,0,0
1,18,50,6,0,0
1,18,55,6,0,0
1,19,0,6,0,0
1,19,5,6,0,0
1,19,10,6,0,0
1,19,15,6,0,0
1,19,20,6,0,0
1,19,25,6,0,0
1,19,30,6,0,0
1,19,35,6,0,0
1,19,40,6,0,0
1,19,45,6,0,0
1,19,50,6,0,0
1,19,55,6,0,0
1,20,0,6,0,0
1,20,5,6,0,0
1,20,10,6,0,0
1,20,15,6,0,0
1,20,20,6,0,0
1,20,25,6,0,0
1,20,30,6,0,0
1,20,35,6,0,0
1,20,40,6,0,0
1,20,45,6,0,0
1,20,50,6,0,0
1,20,55,6,0,0
1,21,0,6,0,0
1,21,5,6,0,0
1,21,10,6,0,0
1,21,15,6,0,0
1,21,20,6,0,0
1,21,25,6,0,0
1,21,30,6,0,0
1,21,35,6,0,0
1,21,40,6,0,0
1,21,45,6,0,0
1,21,50,6,0,0
1,21,55,6,0,0
1,22,0,6,0,0
1,22,5,6,0,0
1,22,10,6,0,0
1,22,15,6,0,0
1,22,20,6,0,0
1,22,25,6,0,0
1,22,30,6,0,0
1,22,35,6,0,0
1,22,40,6,0,0
1,22,45,6,0,0
1,22,50,6,0,0
1,22,55,6,0,0
1,23,0,6,0,0
1,23,5,6,0,0
1,23,10,6,0,0
1,23,15,6,0,0
1,23,20,6,0,0
1,23,25,6,0,0
1,23,30,6,0,0
1,23,35,6,0,0
1,23,40,6,0,0
1,23,45,6,0,0
1,23,50,6,0,0
1,23,55,6,0,0
1,24,0,6,0,0
2,0,5,6,0,0
2,0,10,6,0,0
2,0,15,6,0,0
2,0,20,6,0,0
2,0,25,6,0,0
2,0,30,6,0,0
2,0,35,6,0,0
2,0,40,6,0,0
2,0,45,6,0,0
2,0,50,6,0,0
2,0,55,6,0,0
2,1,0,6,0,0
2,1,5,6,0,0
2,1,10,6,0,0
2,1,15,6,0,0
2,1,20,6,0,0
2,1,25,6,0,0
2,1,30,6,0,0
2,1,35,6,0,0
2,1,40,6,0,0
2,1,45,6,0,0
2,1,50,6,0,0
2,1,55,6,0,0
2,2,0,6,0,0
2,2,5,6,0,0
2,2,10,6,0,0
2,2,15,6,0,0
2,2,20,6,0,0
2,2,25,6,0,0
2,2,30,6,0,0
2,2,35,6,0,0
2,2,40,6,0,0
2,2,45,6,0,0
2,2,50,6,0,0
2,2,55,6,0,0
2,3,0,6,0,0
2,3,5,6,0,0
2,3,10,6,0,0
2,3,15,6,0,0
2,3,20,6,0,0
2,3,25,6,0,0
2,3,30,6,0,0
2,3,35,6,0,0
2,3,40,6,0,0
2,3,45,6,0,0
2,3,50,6,0,0
2,3,55,6,0,0
2,4,0,6,0,0
2,4,5,6,0,0
2,4,10,6,0,0
2,4,15,6,0,0
2,4,20,6,0,0
2,4,25,6,0,0
2,4,30,6,0,0
2,4,35,6,0,0
2,4,40,6,0,0
2,4,45,6,0,0
2,4,50,6,0,0
2,4,55,6,0,0
2,5,0,6,0,0
2,5,5,6,0,0
2,5,10,6,0,0
2,5,15,6,0,0
2,5,20,6,0,0
2,5,25,6,0,0
2,5,30,6,0,0
2,5,35,6,0,0
2,5,40,6,0,0
2,5,45,6,0,0
2,5,50,6,0,0
2,5,55,6,0,0
2,6,0,6,0,0
2,6,5,6,0,0
2,6,10,6,0,0
2,6,15,6,0,0
2,6,20,6,0,0
2,6,25,6,0,0
2,6,30,6,0,0
2,6,35,6,0,0
2,6,40,6,0,0
2,6,45,6,0,0
2,6,50,6,0,0
2,6,55,6,0,0
2,7,0,6,0,0
2,7,5,6,0,0
2,7,10,6,0,0
2,7,15,6,0,0
2,7,20,6,0,0
2,7,25,6,0,0
2,7,30,6,0,0
2,7,35,6,0,0
2,7,40,6,0,0
2,7,45,6,0,0
2,7,50,6,0,0
2,7,55,6,0,0
2,8,0,6,0,0
2,8,5,6,0,0
2,8,10,6,0,0
2,8,15,6,0,0
2,8,20,6,0,0
2,8,25,6,0,0
2,8,30,6,0,0
2,8,35,6,0,0
2,8,40,6,0,0
2,8,45,6,0,0
2,8,50,6,0,0
2,8,55,6,0,0
2,9,0,6,0,0
2,9,5,6,0,0
2,9,10,6,0,0
2,9,15,6,0,0
2,9,20,6,0,0
2,9,25,6,0,0
2,9,30,6,0,0
2,9,35,6,0,0
2,9,40,6,0,0
2,9,45,6,0,0
2,9,50,6,0,0
2,9,55,6,0,0
2,10,0,6,0,0
2,10,5,6,0,0
2,10,10,6,0,0
2,10,15,6,0,0
2,10,20,6,0,0
2,10,25,6,0,0
2,10,30,6,0,0
2,10,35,6,0,0
2,10,40,6,0,0
2,10,45,6,0,0
2,10,50,6,0,0
2,10,55,6,0,0
2,11,0,6,0,0
2,11,5,6,0,0
2,11,10,6,0,0
2,11,15,6,0,0
2,11,20,6,0,0
2,11,25,6,0,0
2,11,30,6,0,0
2,11,35,6,0,0
2,11,40,6,0,0
2,11,45,6,0,0
2,11,50,6,0,0
2,11,55,6,0,0
2,12,0,6,0,0
2,12,5,6,0,0
2,12,10,6,0,0
2,12,15,6,0,0
2,12,20,6,0,0
2,12,25,6,0,0
2,12,30,6,0,0
2,12,35,6,0,0
2,12,40,6,0,0
2,12,45,6,0,0
2,12,50,6,0,0
2,12,55,6,0,0
2,13,0,6,0,0
2,13,5,6,0,0
2,13,10,6,0,0
2,13,15,6,0,0
2,13,20,6,0,0
2,13,25,6,0,0
2,13,30,6,0,0
2,13,35,6,0,0
2,13,40,6,0,0
2,13,45,6,0,0
2,13,50,6,0,0
2,13,55,6,0,0
2,14,0,6,0,0
2,14,5,6,0,0
2,14,10,6,0,0
2,14,15,6,0,0
2,14,20,6,0,0
2,14,25,6,0,0
2,14,30,6,0,0
2,14,35,6,0,0
2,14,40,6,0,0
2,14,45,6,0,0
2,14,50,6,0,0
2,14,55,6,0,0
2,15,0,6,0,0
2,15,5,6,0,0
2,15,10,6,0,0
2,15,15,6,0,0
2,15,20,6,0,0
2,15,25,6,0,0
2,15,30,6,0,0
2,15,35,6,0,0
2,15,40,6,0,0
2,15,45,6,0,0
2,15,50,6,0,0
2,15,55,6,0,0
2,16,0,6,0,0
2,16,5,6,0,0
2,16,10,6,0,0
2,16,15,6,0,0
2,16,20,6,0,0
2,16,25,6,0,0
2,16,30,6,0,0
2,16,35,6,0,0
2,16,40,6,0,0
2,16,45,6,0,0
2,16,50,6,0,0
2,16,55,6,0,0
2,17,0,6,0,0
2,17,5,6,0,0
2,17,10,6,0,0
2,17,15,6,0,0
2,17,20,6,0,0
2,17,25,6,0,0
2,17,30,6,0,0
2,17,35,6,0,0
2,17,40,6,0,0
2,17,45,6,0,0
2,17,50,6,0,0
2,17,55,6,0,0
2,18,0,6,0,0
2,18,5,6,0,0
2,18,10,6,0,0
2,18,15,6,0,0
2,18,20,6,0,0
2,18,25,6,0,0
2,18,30,6,0,0
2,18,35,6,0,0
2,18,40,6,0,0
2,18,45,6,0,0
2,18,50,6,0,0
2,18,55,6,0,0
2,19,0,6,0,0
2,19,5,6,0,0
2,19,10,6,0,0
2,19,15,6,0,0
2,19,20,6,0,0
2,19,25,6,0,0
2,19,30,6,0,0
2,19,35,6,0,0
2,19,40,6,0,0
2,19,45,6,0,0
2,19,50,6,0,0
2,19,55,6,0,0
2,20,0,6,0,0
2,20,5,6,0,0
2,20,10,6,0,0
2,20,15,6,0,0
2,20,20,6,0,0
2,20,25,6,0,0
2,20,30,6,0,0
2,20,35,6,0,0
2,20,40,6,0,0
2,20,45,6,0,0
2,20,50,6,0,0
2,20,55,6,0,0
2,21,0,6,0,0
2,21,5,6,0,0
2,21,10,6,0,0
2,21,15,6,0,0
2,21,20,6,0,0
2,21,25,6,0,0
2,21,30,6,0,0
2,21,35,6,0,0
2,21,40,6,0,0
2,21,45,6,0,0
2,21,50,6,0,0
2,21,55,6,0,0
2,22,0,6,0,0
2,22,5,6,0,0
2,22,10,6,0,0
2,22,15,6,0,0
2,22,20,6,0,0
2,22,25,6,0,0
2,22,30,6,0,0
2,22,35,6,0,0
2,22,40,6,0,0
2,22,45,6,0,0
2,22,50,6,0,0
2,22,55,6,0,0
2,23,0,6,0,0
2,23,5,6,0,0
2,23,10,6,0,0
2,23,15,6,0,0
2,23,20,6,0,0
2,23,25,6,0,0
2,23,30,6,0,0
2,23,35,6,0,0
2,23,40,6,0,0
2,23,45,6,0,0
2,23,50,6,0,0
2,23,55,6,0,0
2,24,0,6,0,0
3,0,5,6,0,0
3,0,10,6,0,0
3,0,15,6,0,0
3,0,20,6,0,0
3,0,25,6,0,0
3,0,30,6,0,0
3,0,35,6,0,0
3,0,40,6,0,0
3,0,45,6,0,0
3,0,50,6,0,0
3,0,55,6,0,0
3,1,0,6,0,0
3,1,5,6,0,0
3,1,10,6,0,0
3,1,15,6,0,0
3,1,20,6,0,0
3,1,25,6,0,0
3,1,30,6,0,0
3,1,35,6,0,0
3,1,40,6,0,0
3,1,45,6,0,0
3,1,50,6,0,0
3,1,55,6,0,0
3,2,0,6,0,0
3,2,5,6,0,0
3,2,10,6,0,0
3,2,15,6,0,0
3,2,20,6,0,0
3,2,25,6,0,0
3,2,30,6,0,0
3,2,35,6,0,0
3,2,40,6,0,0
3,2,45,6,0,0
3,2,50,6,0,0
3,2,55,6,0,0
3,3,0,6,0,0
3,3,5,6,0,0
3,3,10,6,0,0
3,3,15,6,0,0
3,3,20,6,0,0
3,3,25,6,0,0
3,3,30,6,0,0
3,3,35,6,0,0
3,3,40,6,0,0
3,3,45,6,0,0
3,3,50,6,0,0
3,3,55,6,0,0
3,4,0,6,0,0
3,4,5,6,0,0
3,4,10,6,0,0
3,4,15,6,0,0
3,4,20,6,0,0
3,4,25,6,0,0
3,4,30,6,0,0
3,4,35,6,0,0
3,4,40,6,0,0
3,4,45,6,0,0
3,4,50,6,0,0
3,4,55,6,0,0
3,5,0,6,0,0
3,5,5,6,0,0
3,5,10,6,0,0
3,5,15,6,0,0
3,5,20,6,0,0
3,5,25,6,0,0
3,5,30,6,0,0
3,5,35,6,0,0
3,5,40,6,0,0
3,5,45,6,0,0
3,5,50,6,0,0
3,5,55,6,0,0
3,6,0,6,0,0
3,6,5,6,0,0
3,6,10,6,0,0
3,6,15,6,0,0
3,6,20,6,0,0
3,6,25,6,0,0
3,6,30,6,0,0
3,6,35,6,0,0
3,6,40,6,0,0
3,6,45,6,0,0
3,6,50,6,0,0
3,6,55,6,0,0
3,7,0,6,0,0
3,7,5,6,0,0
3,7,10,6,0,0
3,7,15,6,0,0
3,7,20,6,0,0
3,7,25,6,0,0
3,7,30,6,0,0
3,7,35,6,0,0
3,7,40,6,0,0
3,7,45,6,0,0
3,7,50,6,0,0
3,7,55,6,0,0
3,8,0,6,0,0
3,8,5,6,0,0
3,8,10,6,0,0
3,8,15,6,0,0
3,8,20,6,0,0
3,8,25,6,0,0
3,8,30,6,0,0
3,8,35,6,0,0
3,8,40,6,0,0
3,8,45,6,0,0
3,8,50,6,0,0
3,8,55,6,0,0
3,9,0,6,0,0
3,9,5,6,0,0
3,9,10,6,0,0
3,9,15,6,0,0
3,9,20,6,0,0
3,9,25,6,0,0
3,9,30,6,0,0
3,9,35,6,0,0
3,9,40,6,0,0
3,9,45,6,0,0
3,9,50,6,0,0
3,9,55,6,0,0
3,10,0,6,0,0
3,10,5,6,0,0
3,10,10,6,0,0
3,10,15,6,0,0
3,10,20,6,0,0
3,10,25,6,0,0
3,10,30,6,0,0
3,10,35,6,0,0
3,10,40,6,0,0
3,10,45,6,0,0
3,10,50,6,0,0
3,10,55,6,0,0
3,11,0,6,0,0
3,11,5,6,0,0
3,11,10,6,0,0
3,11,15,6,0,0
3,11,20,6,0,0
3,11,25,6,0,0
3,11,30,6,0,0
3,11,35,6,0,0
3,11,40,6,0,0
3,11,45,6,0,0
3,11,50,6,0,0
3,11,55,6,0,0
3,12,0,6,0,0
3,12,5,6,0,0
3,12,10,6,0,0
3,12,15,6,0,0
3,12,20,6,0,0
3,12,25,6,0,0
3,12,30,6,0,0
3,12,35,6,0,0
3,12,40,6,0,0
3,12,45,6,0,0
3,12,50,6,0,0
3,12,55,6,0,0
3,13,0,6,0,0
3,13,5,6,0,0
3,13,10,6,0,0
3,13,15,6,0,0
3,13,20,6,0,0
3,13,25,6,0,0
3,13,30,6,0,0
3,13,35,6,0,0
3,13,40,6,0,0
3,13,45,6,0,0
3,13,50,6,0,0
3,13,55,6,0,0
3,14,0,6,0,0
3,14,5,6,0,0
3,14,10,6,0,0
3,14,15,6,0,0
3,14,20,6,0,0
3,14,25,6,0,0
3,14,30,6,0,0
3,14,35,6,0,0
3,14,40,6,0,0
3,14,45,6,0,0
3,14,50,6,0,0
3,14,55,6,0,0
3,15,0,6,0,0
3,15,5,6,0,0
3,15,10,6,0,0
3,15,15,6,0,0
3,15,20,6,0,0
3,15,25,6,0,0
3,15,30,6,0,0
3,15,35,6,0,0
3,15,40,6,0,0
3,15,45,6,0,0
3,15,50,6,0,0
3,15,55,6,0,0
3,16,0,6,0,0
3,16,5,6,0,0
3,16,10,6,0,0
3,16,15,6,0,0
3,16,20,6,0,0
3,16,25,6,0,0
3,16,30,6,0,0
3,16,35,6,0,0
3,16,40,6,0,0
3,16,45,6,0,0
3,16,50,6,0,0
3,16,55,6,0,0
3,17,0,6,0,0
3,17,5,6,0,0
3,17,10,6,0,0
3,17,15,6,0,0
3,17,20,6,0,0
3,17,25,6,0,0
3,17,30,6,0,0
3,17,35,6,0,0
3,17,40,6,0,0
3,17,45,6,0,0
3,17,50,6,0,0
3,17,55,6,0,0
3,18,0,6,0,0
3,18,5,6,0,0
3,18,10,6,0,0
3,18,15,6,0,0
3,18,20,6,0,0
3,18,25,6,0,0
3,18,30,6,0,0
3,18,35,6,0,0
3,18,40,6,0,0
3,18,45,6,0,0
3,18,50,6,0,0
3,18,55,6,0,0
3,19,0,6,0,0
3,19,5,6,0,0
3,19,10,6,0,0
3,19,15,6,0,0
3,19,20,6,0,0
3,19,25,6,0,0
3,19,30,6,0,0
3,19,35,6,0,0
3,19,40,6,0,0
3,19,45,6,0,0
3,19,50,6,0,0
3,19,55,6,0,0
3,20,0,6,0,0
3,20,5,6,0,0
3,20,10,6,0,0
