Fecha,KWH_REC,KWH_ENT,KVARH_Q1,KVARH_Q2,KVARH_Q3,KVARH_Q4
2026-05-01 09:00:00,987.0977783203125,0.0,0.0,303.4053039550781,0.0,0.0
2026-05-01 09:05:00,1015.0388793945312,0.0,0.0,293.4834289550781,0.0,0.0
2026-05-01 09:10:00,1030.6771240234375,0.0,0.0,289.2240295410156,0.0,0.0
2026-05-01 09:15:00,1037.20849609375,0.0,0.0,292.1324462890625,0.0,0.0
2026-05-01 09:20:00,1043.0010986328125,0.0,0.0,291.6505126953125,0.0,0.0
2026-05-01 09:25:00,1041.2945556640625,0.0,0.0,297.1407775878906,0.0,0.0
2026-05-01 09:30:00,1030.34619140625,0.0,0.0,320.73858642578125,0.0,0.0
2026-05-01 09:35:00,1033.505615234375,0.0,0.0,322.3155212402344,0.0,0.0
2026-05-01 09:40:00,1034.9232177734375,0.0,0.0,321.9345703125,0.0,0.0
2026-05-01 09:45:00,1021.687255859375,0.0,0.0,320.92620849609375,0.0,0.0
2026-05-01 09:50:00,1020.01904296875,0.0,0.0,307.358154296875,0.0,0.0
2026-05-01 09:55:00,1038.221923828125,0.0,0.0,297.0244140625,0.0,0.0
2026-05-01 10:00:00,1044.0089111328125,0.0,0.0,298.8918151855469,0.0,0.0
2026-05-01 10:05:00,1052.2325439453125,0.0,0.0,303.5267639160156,0.0,0.0
2026-05-01 10:10:00,1051.34033203125,0.0,0.0,301.9820251464844,0.0,0.0
2026-05-01 10:15:00,1100.883544921875,0.0,0.0,254.43968200683594,0.0,0.0
2026-05-01 10:20:00,1132.5567626953125,0.0,0.0,299.317626953125,0.0,0.0
2026-05-01 10:25:00,1116.1036376953125,0.0,0.0,295.0821228027344,0.0,0.0
2026-05-01 10:30:00,1149.4002685546875,0.0,0.0,267.75311279296875,0.0,0.0
2026-05-01 10:35:00,1145.775146484375,0.0,0.0,286.3802795410156,0.0,0.0
2026-05-01 10:40:00,1158.116943359375,0.0,0.0,273.80487060546875,0.0,0.0
2026-05-01 10:45:00,1158.1507568359375,0.0,0.0,276.34112548828125,0.0,0.0
2026-05-01 10:50:00,1160.9151611328125,0.0,0.0,301.04571533203125,0.0,0.0
2026-05-01 10:55:00,1162.8560791015625,0.0,0.0,302.5430908203125,0.0,0.0
2026-05-01 11:00:00,1165.3482666015625,0.0,0.0,303.07037353515625,0.0,0.0
2026-05-01 11:05:00,1151.6220703125,0.0,0.0,316.5893859863281,0.0,0.0
2026-05-01 11:10:00,1160.2080078125,0.0,0.0,305.32220458984375,0.0,0.0
2026-05-01 11:15:00,1160.5413818359375,0.0,0.0,305.9916687011719,0.0,0.0
2026-05-01 11:20:00,1157.215087890625,0.0,0.0,305.78570556640625,0.0,0.0
2026-05-01 11:25:00,1163.1021728515625,0.0,0.0,305.8770446777344,0.0,0.0
2026-05-01 11:30:00,1176.7864990234375,0.0,0.0,313.2701416015625,0.0,0.0
2026-05-01 11:35:00,1170.4053955078125,0.0,0.0,314.8429260253906,0.0,0.0
2026-05-01 11:40:00,1167.87158203125,0.0,0.0,311.2781066894531,0.0,0.0
2026-05-01 11:45:00,1157.0677490234375,0.0,0.0,307.5339660644531,0.0,0.0
2026-05-01 11:50:00,1155.9327392578125,0.0,0.0,318.58624267578125,0.0,0.0
2026-05-01 11:55:00,1147.3653564453125,0.0,0.0,335.3731994628906,0.0,0.0
2026-05-01 12:00:00,1109.7327880859375,0.0,0.0,348.4136657714844,0.0,0.0
2026-05-01 12:05:00,1101.88134765625,0.0,0.0,345.21331787109375,0.0,0.0
2026-05-01 12:10:00,1105.1199951171875,0.0,0.0,347.91461181640625,0.0,0.0
2026-05-01 12:15:00,1114.21337890625,0.0,0.0,349.5339050292969,0.0,0.0
2026-05-01 12:20:00,1094.3094482421875,0.0,0.0,342.9020080566406,0.0,0.0
2026-05-01 12:25:00,1098.0435791015625,0.0,0.0,344.5931701660156,0.0,0.0
2026-05-01 12:30:00,1097.0279541015625,0.0,0.0,345.3164978027344,0.0,0.0
2026-05-01 12:35:00,1147.8477783203125,0.0,0.0,306.2565002441406,0.0,0.0
2026-05-01 12:40:00,1149.4884033203125,0.0,0.0,315.4362487792969,0.0,0.0
2026-05-01 12:45:00,1102.3714599609375,0.0,0.0,318.1399841308594,0.0,0.0
2026-05-01 12:50:00,1080.60498046875,0.0,0.0,338.2193298339844,0.0,0.0
